ID,MONTHS_BALANCE,STATUS
5002999,-16,C
5002999,-17,C
5002999,-18,C
5002999,-19,C
5002999,-20,C
5002999,-21,C
5002999,-22,C
5002999,-23,C
5002999,-24,C
5002999,-25,C
5002999,-26,C
5002999,-27,C
5002999,-28,C
5002999,-29,C
5002999,-30,C
5002999,-31,C
5002999,-32,C
5002999,-33,C
5002999,-34,C
5002999,-35,C
5002999,-36,C
5002999,-37,C
5002999,-38,C
5002999,-39,0
5002999,-40,X
5002999,-41,0
5002999,-42,X
5002999,-43,0
5002999,-44,X
5003000,0,0
5003000,-1,0
5003000,-2,0
5003000,-3,0
5003000,-4,0
5003000,-5,0
5003000,-6,0
5003000,-7,X
5003000,-8,X
5003001,0,0
5003001,-1,0
5003001,-2,0
5003001,-3,0
5003001,-4,0
5003001,-5,0
5003001,-6,0
5003001,-7,0
5003001,-8,0
5003001,-9,X
5003001,-10,0
5003001,-11,X
5003001,-12,0
5003001,-13,X
5003001,-14,0
5003001,-15,X
5003001,-16,X
5003001,-17,X
5003001,-18,0
5003001,-19,0
5003001,-20,0
5003001,-21,X
5003001,-22,0
5003001,-23,0
5003001,-24,0
5003001,-25,0
5003001,-26,0
5003001,-27,0
5003001,-28,X
5003001,-29,0
5003001,-30,X
5003001,-31,0
5003001,-32,0
5003001,-33,0
5003001,-34,1
5003001,-35,0
5003001,-36,0
5003001,-37,0
5003001,-38,X
5003002,0,0
5003002,-1,0
5003002,-2,0
5003002,-3,0
5003002,-4,X
5003002,-5,X
5003002,-6,X
5003002,-7,0
5003002,-8,0
5003002,-9,X
5003002,-10,0
5003002,-11,X
5003002,-12,0
5003002,-13,X
5003002,-14,0
5003002,-15,X
5003002,-16,X
5003002,-17,X
5003002,-18,0
5003002,-19,0
5003002,-20,0
5003002,-21,X
5003002,-22,0
5003002,-23,0
5003002,-24,0
5003002,-25,0
5003002,-26,0
5003002,-27,0
5003002,-28,X
5003002,-29,0
5003002,-30,X
5003002,-31,0
5003002,-32,X
5003002,-33,0
5003002,-34,0
5003002,-35,0
5003002,-36,0
5003002,-37,0
5003002,-38,X
5003002,-39,0
5003002,-40,X
5003002,-41,0
5003002,-42,X
5003002,-43,X
5003003,0,0
5003003,-1,0
5003003,-2,1
5003003,-3,0
5003003,-4,0
5003003,-5,0
5003003,-6,0
5003003,-7,0
5003003,-8,0
5003003,-9,X
5003003,-10,0
5003003,-11,X
5003003,-12,0
5003003,-13,X
5003003,-14,X
5003006,0,X
5003006,-1,0
5003006,-2,0
5003006,-3,0
5003006,-4,0
5003006,-5,0
5003006,-6,0
5003006,-7,0
5003006,-8,0
5003006,-9,0
5003007,0,C
5003007,-1,0
5003007,-2,0
5003008,0,X
5003008,-1,X
5003008,-2,X
5003008,-3,X
5003008,-4,X
5003008,-5,X
5003008,-6,X
5003008,-7,X
5003008,-8,X
5003008,-9,X
5003008,-10,X
5003008,-11,X
5003008,-12,X
5003008,-13,X
5003008,-14,X
5003008,-15,X
5003008,-16,X
5003008,-17,X
5003008,-18,X
5003008,-19,X
5003008,-20,X
5003008,-21,X
5003008,-22,X
5003008,-23,X
5003008,-24,X
5003008,-25,X
5003008,-26,X
5003008,-27,X
5003008,-28,X
5003008,-29,X
5003008,-30,X
5003008,-31,X
5003008,-32,X
5003008,-33,X
5003008,-34,X
5003008,-35,X
5003008,-36,X
5003008,-37,X
5003008,-38,X
5003008,-39,X
5003008,-40,X
5003008,-41,X
5003008,-42,X
5003008,-43,X
5003008,-44,X
5003008,-45,X
5003011,0,X
5003011,-1,X
5003011,-2,X
5003011,-3,X
5003011,-4,X
5003011,-5,X
5003011,-6,X
5003011,-7,X
5003011,-8,X
5003011,-9,X
5003011,-10,X
5003011,-11,X
5003011,-12,X
5003011,-13,X
5003011,-14,X
5003011,-15,X
5003011,-16,X
5003011,-17,X
5003011,-18,X
5003011,-19,X
5003011,-20,X
5003011,-21,X
5003011,-22,X
5003011,-23,X
5003011,-24,X
5003011,-25,X
5003011,-26,X
5003011,-27,X
5003011,-28,X
5003011,-29,X
5003011,-30,X
5003011,-31,X
5003011,-32,X
5003011,-33,X
5003011,-34,X
5003011,-35,X
5003011,-36,X
5003011,-37,X
5003012,0,X
5003012,-1,X
5003012,-2,X
5003012,-3,X
5003012,-4,X
5003012,-5,X
5003012,-6,X
5003012,-7,X
5003012,-8,X
5003012,-9,X
5003012,-10,X
5003012,-11,X
5003013,0,X
5003013,-1,X
5003013,-2,X
5003013,-3,X
5003013,-4,X
5003013,-5,X
5003013,-6,X
5003013,-7,X
5003013,-8,X
5003013,-9,X
5003013,-10,X
5003013,-11,X
5003013,-12,X
5003013,-13,X
5003013,-14,X
5003013,-15,X
5003013,-16,X
5003013,-17,X
5003013,-18,X
5003013,-19,X
5003013,-20,X
5003013,-21,X
5003013,-22,X
5003013,-23,X
5003013,-24,X
5003013,-25,X
5003013,-26,X
5003013,-27,X
5003013,-28,X
5003014,0,C
5003014,-1,C
5003014,-2,C
5003014,-3,C
5003014,-4,C
5003014,-5,C
5003014,-6,C
5003014,-7,C
5003014,-8,C
5003014,-9,C
5003014,-10,C
5003014,-11,C
5003014,-12,C
5003014,-13,C
5003014,-14,C
5003014,-15,C
5003014,-16,C
5003014,-17,C
5003014,-18,C
5003014,-19,C
5003014,-20,C
5003014,-21,C
5003014,-22,C
5003014,-23,C
5003014,-24,C
5003014,-25,C
5003014,-26,C
5003014,-27,C
5003014,-28,C
5003014,-29,C
5003014,-30,C
5003014,-31,C
5003014,-32,C
5003014,-33,C
5003014,-34,C
5003014,-35,C
5003014,-36,C
5003014,-37,C
5003014,-38,C
5003014,-39,C
5003014,-40,C
5003014,-41,0
5003014,-42,0
5003014,-43,0
5003014,-44,0
5003014,-45,0
5003014,-46,0
5003015,0,0
5003015,-1,0
5003015,-2,0
5003015,-3,0
5003015,-4,0
5003015,-5,0
5003015,-6,0
5003015,-7,0
5003015,-8,0
5003015,-9,0
5003015,-10,0
5003015,-11,0
5003015,-12,0
5003015,-13,X
5003015,-14,0
5003015,-15,0
5003015,-16,0
5003015,-17,0
5003015,-18,X
5003016,0,0
5003016,-1,0
5003016,-2,0
5003016,-3,X
5003016,-4,X
5003016,-5,X
5003016,-6,X
5003016,-7,X
5003017,0,0
5003017,-1,0
5003017,-2,0
5003017,-3,0
5003017,-4,0
5003017,-5,0
5003017,-6,0
5003017,-7,0
5003017,-8,0
5003017,-9,0
5003017,-10,0
5003017,-11,0
5003017,-12,0
5003017,-13,0
5003017,-14,0
5003017,-15,0
5003017,-16,0
5003017,-17,0
5003017,-18,0
5003017,-19,0
5003017,-20,0
5003017,-21,0
5003017,-22,0
5003017,-23,0
5003017,-24,0
5003017,-25,0
5003017,-26,0
5003017,-27,0
5003017,-28,0
5003017,-29,0
5003017,-30,0
5003017,-31,0
5003017,-32,0
5003017,-33,0
5003017,-34,0
5003017,-35,0
5003017,-36,0
5003017,-37,0
5003017,-38,0
5003017,-39,0
5003017,-40,0
5003017,-41,0
5003018,0,0
5003018,-1,0
5003018,-2,0
5003018,-3,0
5003018,-4,0
5003018,-5,0
5003018,-6,0
5003018,-7,X
5003019,0,C
5003019,-1,C
5003019,-2,C
5003019,-3,C
5003019,-4,C
5003019,-5,C
5003019,-6,C
5003019,-7,C
5003019,-8,C
5003019,-9,C
5003019,-10,C
5003019,-11,C
5003019,-12,C
5003019,-13,C
5003019,-14,C
5003019,-15,C
5003019,-16,C
5003019,-17,C
5003019,-18,C
5003019,-19,C
5003019,-20,C
5003019,-21,C
5003019,-22,0
5003019,-23,0
5003019,-24,0
5003019,-25,0
5003019,-26,0
5003019,-27,0
5003019,-28,0
5003019,-29,0
5003019,-30,0
5003019,-31,0
5003019,-32,0
5003019,-33,0
5003019,-34,0
5003019,-35,0
5003019,-36,0
5003019,-37,0
5003019,-38,0
5003019,-39,0
5003020,0,C
5003020,-1,C
5003020,-2,C
5003020,-3,C
5003020,-4,C
5003020,-5,C
5003020,-6,C
5003020,-7,C
5003020,-8,C
5003020,-9,C
5003020,-10,C
5003020,-11,C
5003020,-12,C
5003020,-13,C
5003020,-14,C
5003020,-15,C
5003020,-16,C
5003020,-17,C
5003020,-18,C
5003020,-19,C
5003020,-20,C
5003020,-21,C
5003020,-22,C
5003020,-23,C
5003020,-24,C
5003020,-25,C
5003020,-26,C
5003020,-27,C
5003020,-28,C
5003020,-29,C
5003020,-30,C
5003020,-31,C
5003020,-32,C
5003020,-33,C
5003020,-34,C
5003020,-35,C
5003020,-36,C
5003020,-37,C
5003020,-38,C
5003020,-39,C
5003020,-40,C
5003020,-41,C
5003020,-42,C
5003020,-43,C
5003020,-44,C
5003020,-45,C
5003020,-46,C
5003021,0,X
5003021,-1,X
5003021,-2,X
5003021,-3,X
5003021,-4,X
5003021,-5,X
5003021,-6,X
5003021,-7,X
5003021,-8,X
5003021,-9,X
5003021,-10,X
5003023,0,C
5003023,-1,C
5003023,-2,C
5003023,-3,C
5003023,-4,C
5003023,-5,0
5003024,0,X
5003024,-1,X
5003024,-2,0
5003024,-3,0
5003024,-4,0
5003024,-5,0
5003024,-6,0
5003024,-7,0
5003024,-8,0
5003024,-9,0
5003024,-10,0
5003024,-11,0
5003024,-12,0
5003025,0,C
5003025,-1,C
5003025,-2,C
5003025,-3,C
5003025,-4,C
5003025,-5,C
5003025,-6,C
5003025,-7,C
5003025,-8,C
5003025,-9,C
5003025,-10,C
5003025,-11,C
5003025,-12,C
5003025,-13,C
5003025,-14,C
5003025,-15,C
5003025,-16,C
5003025,-17,C
5003025,-18,C
5003025,-19,C
5003025,-20,C
5003025,-21,C
5003025,-22,C
5003025,-23,0
5003025,-24,0
5003026,0,C
5003026,-1,C
5003026,-2,C
5003026,-3,C
5003026,-4,C
5003026,-5,C
5003026,-6,C
5003026,-7,C
5003026,-8,C
5003026,-9,C
5003026,-10,C
5003026,-11,C
5003026,-12,C
5003026,-13,C
5003026,-14,C
5003026,-15,C
5003026,-16,C
5003026,-17,C
5003026,-18,C
5003026,-19,C
5003026,-20,C
5003026,-21,C
5003026,-22,C
5003026,-23,C
5003026,-24,C
5003026,-25,C
5003026,-26,C
5003026,-27,C
5003026,-28,C
5003026,-29,C
5003026,-30,C
5003026,-31,C
5003026,-32,C
5003026,-33,C
5003026,-34,C
5003026,-35,C
5003026,-36,C
5003026,-37,C
5003026,-38,C
5003026,-39,C
5003026,-40,C
5003026,-41,C
5003026,-42,C
5003026,-43,0
5003026,-44,0
5003026,-45,0
5003026,-46,1
5003026,-47,0
5003026,-48,0
5003026,-49,0
5003026,-50,0
5003026,-51,0
5003026,-52,0
5003026,-53,0
5003026,-54,0
5003027,0,C
5003027,-1,C
5003027,-2,C
5003027,-3,C
5003027,-4,C
5003027,-5,C
5003027,-6,C
5003027,-7,C
5003027,-8,C
5003027,-9,C
5003027,-10,C
5003027,-11,C
5003027,-12,C
5003027,-13,C
5003027,-14,C
5003027,-15,C
5003027,-16,C
5003027,-17,C
5003027,-18,C
5003027,-19,C
5003027,-20,C
5003027,-21,C
5003027,-22,C
5003027,-23,C
5003027,-24,C
5003027,-25,C
5003027,-26,C
5003027,-27,C
5003027,-28,C
5003027,-29,C
5003027,-30,C
5003027,-31,C
5003027,-32,C
5003027,-33,C
5003027,-34,C
5003027,-35,C
5003027,-36,C
5003027,-37,C
5003027,-38,C
5003027,-39,C
5003027,-40,C
5003027,-41,C
5003027,-42,C
5003027,-43,0
5003027,-44,0
5003027,-45,X
5003027,-46,X
5003028,0,C
5003028,-1,C
5003028,-2,C
5003028,-3,C
5003028,-4,C
5003028,-5,C
5003028,-6,C
5003028,-7,C
5003028,-8,C
5003028,-9,C
5003028,-10,C
5003028,-11,C
5003028,-12,C
5003028,-13,C
5003028,-14,C
5003028,-15,C
5003028,-16,C
5003028,-17,C
5003028,-18,C
5003028,-19,C
5003028,-20,C
5003028,-21,C
5003028,-22,C
5003028,-23,C
5003028,-24,C
5003028,-25,X
5003028,-26,X
5003028,-27,X
5003028,-28,X
5003028,-29,X
5003028,-30,X
5003028,-31,X
5003028,-32,X
5003028,-33,X
5003028,-34,X
5003028,-35,X
5003028,-36,X
5003028,-37,X
5003028,-38,X
5003028,-39,X
5003028,-40,X
5003028,-41,X
5003028,-42,X
5003028,-43,0
5003028,-44,0
5003028,-45,0
5003028,-46,0
5003028,-47,0
5003028,-48,0
5003029,0,X
5003029,-1,X
5003029,-2,X
5003029,-3,X
5003029,-4,X
5003029,-5,X
5003029,-6,X
5003029,-7,X
5003029,-8,X
5003029,-9,X
5003029,-10,X
5003029,-11,X
5003029,-12,X
5003029,-13,X
5003029,-14,X
5003029,-15,X
5003029,-16,X
5003029,-17,X
5003029,-18,X
5003029,-19,X
5003029,-20,X
5003029,-21,X
5003029,-22,X
5003029,-23,X
5003029,-24,X
5003029,-25,X
5003029,-26,X
5003029,-27,X
5003029,-28,X
5003029,-29,X
5003029,-30,X
5003029,-31,X
5003029,-32,X
5003029,-33,X
5003029,-34,X
5003029,-35,X
5003029,-36,X
5003029,-37,X
5003029,-38,X
5003029,-39,X
5003029,-40,X
5003029,-41,X
5003029,-42,X
5003029,-43,X
5003029,-44,X
5003029,-45,X
5003029,-46,X
5003029,-47,X
5003029,-48,X
5003029,-49,X
5003029,-50,X
5003029,-51,X
5003029,-52,X
5003029,-53,X
5003029,-54,X
5003029,-55,0
5003029,-56,0
5003029,-57,0
5003029,-58,0
5003029,-59,X
5003030,0,C
5003030,-1,C
5003030,-2,C
5003030,-3,C
5003030,-4,C
5003030,-5,C
5003030,-6,C
5003030,-7,C
5003030,-8,C
5003030,-9,C
5003030,-10,C
5003030,-11,C
5003030,-12,C
5003030,-13,C
5003030,-14,C
5003030,-15,C
5003030,-16,C
5003030,-17,C
5003030,-18,C
5003030,-19,C
5003030,-20,C
5003030,-21,C
5003030,-22,C
5003030,-23,C
5003030,-24,C
5003030,-25,C
5003030,-26,C
5003030,-27,C
5003030,-28,C
5003030,-29,C
5003030,-30,C
5003030,-31,C
5003030,-32,C
5003030,-33,C
5003030,-34,C
5003030,-35,C
5003030,-36,C
5003030,-37,C
5003030,-38,C
5003030,-39,C
5003030,-40,C
5003030,-41,C
5003030,-42,C
5003030,-43,C
5003030,-44,C
5003030,-45,C
5003030,-46,C
5003030,-47,C
5003030,-48,C
5003030,-49,C
5003030,-50,C
5003030,-51,X
5003030,-52,0
5003030,-53,0
5003030,-54,0
5003030,-55,0
5003030,-56,0
5003030,-57,0
5003030,-58,0
5003031,0,C
5003031,-1,C
5003031,-2,C
5003031,-3,C
5003031,-4,C
5003031,-5,C
5003031,-6,C
5003031,-7,C
5003031,-8,C
5003031,-9,C
5003031,-10,C
5003031,-11,C
5003031,-12,C
5003031,-13,C
5003031,-14,C
5003031,-15,C
5003031,-16,C
5003031,-17,C
5003031,-18,C
5003031,-19,C
5003031,-20,C
5003031,-21,C
5003031,-22,C
5003031,-23,C
5003031,-24,C
5003031,-25,C
5003031,-26,C
5003031,-27,C
5003031,-28,C
5003031,-29,C
5003031,-30,C
5003031,-31,C
5003031,-32,C
5003031,-33,C
5003031,-34,C
5003031,-35,C
5003031,-36,C
5003031,-37,C
5003031,-38,C
5003031,-39,C
5003031,-40,C
5003031,-41,C
5003031,-42,C
5003031,-43,C
5003031,-44,C
5003031,-45,C
5003031,-46,C
5003031,-47,C
5003031,-48,0
5003031,-49,0
5003031,-50,0
5003031,-51,X
5003033,0,C
5003033,-1,C
5003033,-2,C
5003033,-3,C
5003033,-4,C
5003033,-5,C
5003033,-6,C
5003033,-7,C
5003033,-8,C
5003033,-9,C
5003033,-10,C
5003033,-11,C
5003033,-12,C
5003033,-13,C
5003033,-14,C
5003033,-15,C
5003033,-16,C
5003033,-17,C
5003033,-18,C
5003033,-19,C
5003033,-20,C
5003033,-21,C
5003033,-22,C
5003033,-23,C
5003033,-24,C
5003033,-25,C
5003033,-26,C
5003033,-27,C
5003033,-28,C
5003033,-29,C
5003033,-30,C
5003033,-31,C
5003033,-32,C
5003033,-33,C
5003033,-34,C
5003033,-35,C
5003033,-36,C
5003033,-37,C
5003033,-38,C
5003033,-39,C
5003033,-40,C
5003033,-41,C
5003033,-42,C
5003033,-43,C
5003033,-44,C
5003033,-45,C
5003033,-46,0
5003033,-47,0
5003033,-48,0
5003033,-49,1
5003033,-50,0
5003033,-51,0
5003034,0,X
5003034,-1,X
5003034,-2,X
5003034,-3,X
5003034,-4,X
5003034,-5,X
5003034,-6,X
5003034,-7,X
5003034,-8,X
5003034,-9,X
5003034,-10,X
5003034,-11,X
5003034,-12,X
5003034,-13,X
5003034,-14,X
5003034,-15,X
5003034,-16,X
5003034,-17,X
5003034,-18,X
5003034,-19,X
5003034,-20,X
5003034,-21,X
5003034,-22,X
5003034,-23,X
5003034,-24,X
5003034,-25,X
5003034,-26,X
5003034,-27,X
5003034,-28,X
5003034,-29,X
5003034,-30,X
5003034,-31,X
5003034,-32,X
5003034,-33,X
5003034,-34,X
5003034,-35,0
5003034,-36,X
5003034,-37,X
5003034,-38,X
5003034,-39,X
5003034,-40,X
5003034,-41,X
5003034,-42,X
5003034,-43,X
5003034,-44,X
5003034,-45,X
5003034,-46,X
5003034,-47,X
5003034,-48,X
5003034,-49,X
5003034,-50,X
5003034,-51,X
5003035,0,C
5003035,-1,C
5003035,-2,C
5003035,-3,C
5003035,-4,C
5003035,-5,C
5003035,-6,C
5003035,-7,C
5003035,-8,C
5003035,-9,C
5003035,-10,C
5003035,-11,C
5003035,-12,C
5003035,-13,C
5003035,-14,C
5003035,-15,C
5003035,-16,C
5003035,-17,C
5003035,-18,C
5003035,-19,C
5003035,-20,C
5003035,-21,C
5003035,-22,C
5003035,-23,C
5003035,-24,C
5003035,-25,C
5003035,-26,C
5003035,-27,C
5003035,-28,C
5003035,-29,C
5003035,-30,C
5003035,-31,0
5003035,-32,0
5003035,-33,0
5003035,-34,0
5003035,-35,1
5003035,-36,0
5003035,-37,0
5003035,-38,0
5003035,-39,0
5003035,-40,0
5003035,-41,0
5003035,-42,0
5003036,0,C
5003036,-1,C
5003036,-2,C
5003036,-3,C
5003036,-4,C
5003036,-5,C
5003036,-6,C
5003036,-7,0
5003036,-8,0
5003036,-9,0
5003036,-10,0
5003036,-11,0
5003036,-12,0
5003036,-13,0
5003037,0,C
5003037,-1,C
5003037,-2,C
5003037,-3,C
5003037,-4,C
5003037,-5,C
5003037,-6,C
5003037,-7,C
5003037,-8,C
5003037,-9,C
5003037,-10,0
5003037,-11,0
5003037,-12,0
5003037,-13,0
5003038,0,C
5003038,-1,C
5003038,-2,C
5003038,-3,C
5003038,-4,C
5003038,-5,C
5003038,-6,C
5003038,-7,C
5003038,-8,C
5003038,-9,C
5003038,-10,C
5003038,-11,C
5003038,-12,C
5003038,-13,C
5003038,-14,0
5003038,-15,0
5003038,-16,0
5003038,-17,0
5003038,-18,0
5003038,-19,0
5003038,-20,0
5003039,0,C
5003039,-1,C
5003039,-2,C
5003039,-3,C
5003039,-4,C
5003039,-5,C
5003039,-6,C
5003039,-7,C
5003039,-8,C
5003039,-9,C
5003039,-10,C
5003039,-11,C
5003039,-12,C
5003039,-13,C
5003039,-14,C
5003039,-15,C
5003039,-16,C
5003039,-17,C
5003039,-18,C
5003039,-19,C
5003039,-20,C
5003039,-21,C
5003039,-22,C
5003039,-23,C
5003039,-24,C
5003039,-25,C
5003039,-26,C
5003039,-27,C
5003039,-28,C
5003039,-29,C
5003039,-30,C
5003039,-31,0
5003039,-32,0
5003039,-33,0
5003039,-34,0
5003039,-35,0
5003039,-36,1
5003039,-37,0
5003039,-38,0
5003040,0,C
5003040,-1,C
5003040,-2,C
5003040,-3,C
5003040,-4,C
5003040,-5,C
5003040,-6,C
5003040,-7,C
5003040,-8,C
5003040,-9,C
5003040,-10,C
5003040,-11,C
5003040,-12,C
5003040,-13,C
5003040,-14,0
5003040,-15,0
5003040,-16,0
5003040,-17,0
5003040,-18,0
5003040,-19,0
5003040,-20,0
5003040,-21,0
5003040,-22,0
5003040,-23,0
5003040,-24,0
5003040,-25,0
5003041,0,C
5003041,-1,C
5003041,-2,C
5003041,-3,C
5003041,-4,C
5003041,-5,C
5003041,-6,C
5003041,-7,C
5003041,-8,C
5003041,-9,C
5003041,-10,C
5003041,-11,C
5003041,-12,C
5003041,-13,C
5003041,-14,C
5003041,-15,C
5003041,-16,C
5003041,-17,0
5003041,-18,0
5003041,-19,0
5003041,-20,0
5003041,-21,0
5003041,-22,0
5003042,0,C
5003042,-1,C
5003042,-2,C
5003042,-3,C
5003042,-4,C
5003042,-5,C
5003042,-6,C
5003042,-7,C
5003042,-8,C
5003042,-9,C
5003042,-10,C
5003042,-11,C
5003042,-12,C
5003042,-13,C
5003042,-14,C
5003042,-15,C
5003042,-16,C
5003042,-17,C
5003042,-18,C
5003042,-19,0
5003042,-20,0
5003042,-21,0
5003042,-22,0
5003042,-23,0
5003042,-24,0
5003043,0,C
5003043,-1,C
5003043,-2,C
5003043,-3,C
5003043,-4,C
5003043,-5,C
5003043,-6,C
5003043,-7,C
5003043,-8,C
5003043,-9,C
5003043,-10,C
5003043,-11,C
5003043,-12,C
5003043,-13,C
5003043,-14,C
5003043,-15,C
5003043,-16,C
5003043,-17,C
5003043,-18,C
5003043,-19,C
5003043,-20,C
5003043,-21,C
5003043,-22,C
5003043,-23,C
5003043,-24,C
5003043,-25,C
5003043,-26,C
5003043,-27,C
5003043,-28,C
5003043,-29,C
5003043,-30,C
5003043,-31,C
5003043,-32,C
5003043,-33,C
5003043,-34,C
5003043,-35,C
5003043,-36,C
5003043,-37,C
5003043,-38,C
5003043,-39,C
5003043,-40,C
5003043,-41,C
5003043,-42,C
5003043,-43,0
5003043,-44,0
5003043,-45,1
5003043,-46,0
5003043,-47,0
5003043,-48,0
5003043,-49,0
5003043,-50,0
5003043,-51,0
5003043,-52,0
5003043,-53,X
5003043,-54,X
5003046,0,X
5003046,-1,0
5003046,-2,0
5003046,-3,0
5003046,-4,X
5003046,-5,0
5003046,-6,0
5003046,-7,X
5003046,-8,0
5003046,-9,X
5003046,-10,0
5003046,-11,X
5003046,-12,0
5003046,-13,X
5003046,-14,0
5003046,-15,X
5003046,-16,X
5003046,-17,X
5003046,-18,0
5003046,-19,0
5003046,-20,0
5003046,-21,X
5003046,-22,X
5003049,0,X
5003049,-1,X
5003049,-2,X
5003049,-3,X
5003049,-4,X
5003049,-5,X
5003049,-6,X
5003049,-7,X
5003049,-8,X
5003049,-9,X
5003049,-10,X
5003049,-11,X
5003049,-12,X
5003049,-13,X
5003049,-14,X
5003049,-15,X
5003049,-16,X
5003049,-17,X
5003049,-18,X
5003049,-19,X
5003049,-20,X
5003049,-21,X
5003049,-22,X
5003049,-23,X
5003049,-24,X
5003049,-25,X
5003049,-26,X
5003049,-27,X
5003049,-28,X
5003049,-29,X
5003049,-30,X
5003049,-31,X
5003049,-32,X
5003049,-33,X
5003049,-34,X
5003049,-35,X
5003049,-36,X
5003049,-37,X
5003050,0,X
5003050,-1,X
5003050,-2,X
5003050,-3,X
5003050,-4,X
5003050,-5,X
5003050,-6,X
5003050,-7,X
5003050,-8,X
5003050,-9,X
5003050,-10,X
5003050,-11,X
5003050,-12,X
5003050,-13,X
5003050,-14,X
5003050,-15,X
5003050,-16,X
5003050,-17,X
5003050,-18,X
5003050,-19,X
5003050,-20,X
5003050,-21,X
5003050,-22,X
5003050,-23,X
5003050,-24,X
5003050,-25,X
5003050,-26,X
5003050,-27,X
5003050,-28,X
5003050,-29,X
5003050,-30,X
5003050,-31,X
5003050,-32,X
5003050,-33,X
5003051,0,C
5003051,-1,C
5003051,-2,C
5003051,-3,C
5003051,-4,C
5003051,-5,C
5003051,-6,C
5003051,-7,C
5003051,-8,C
5003051,-9,C
5003051,-10,0
5003051,-11,0
5003051,-12,0
5003051,-13,0
5003051,-14,0
5003051,-15,0
5003051,-16,0
5003051,-17,0
5003051,-18,0
5003051,-19,0
5003051,-20,0
5003052,0,C
5003052,-1,C
5003052,-2,C
5003052,-3,C
5003052,-4,C
5003052,-5,C
5003052,-6,C
5003052,-7,C
5003052,-8,C
5003052,-9,C
5003052,-10,C
5003052,-11,C
5003052,-12,C
5003052,-13,C
5003052,-14,C
5003052,-15,C
5003052,-16,C
5003052,-17,C
5003052,-18,0
5003052,-19,0
5003052,-20,0
5003052,-21,0
5003052,-22,0
5003052,-23,0
5003052,-24,0
5003052,-25,0
5003052,-26,0
5003052,-27,0
5003052,-28,0
5003053,0,C
5003053,-1,C
5003053,-2,C
5003053,-3,C
5003053,-4,C
5003053,-5,C
5003053,-6,C
5003053,-7,C
5003053,-8,C
5003053,-9,C
5003053,-10,C
5003053,-11,C
5003053,-12,C
5003053,-13,C
5003053,-14,C
5003053,-15,C
5003053,-16,C
5003053,-17,C
5003053,-18,C
5003053,-19,C
5003053,-20,C
5003053,-21,C
5003053,-22,C
5003053,-23,C
5003053,-24,C
5003053,-25,C
5003053,-26,C
5003053,-27,C
5003053,-28,C
5003053,-29,C
5003053,-30,C
5003053,-31,C
5003053,-32,C
5003053,-33,C
5003053,-34,0
5003053,-35,0
5003053,-36,0
5003053,-37,0
5003053,-38,0
5003053,-39,0
5003054,0,0
5003054,-1,X
5003054,-2,0
5003054,-3,0
5003054,-4,0
5003054,-5,0
5003054,-6,0
5003054,-7,X
5003056,0,0
5003056,-1,0
5003056,-2,0
5003056,-3,0
5003056,-4,0
5003056,-5,0
5003056,-6,0
5003056,-7,0
5003056,-8,0
5003056,-9,0
5003057,0,X
5003057,-1,X
5003057,-2,0
5003057,-3,0
5003057,-4,0
5003057,-5,0
5003057,-6,0
5003057,-7,0
5003057,-8,0
5003057,-9,0
5003057,-10,0
5003057,-11,0
5003057,-12,0
5003057,-13,0
5003058,0,X
5003058,-1,0
5003058,-2,0
5003058,-3,0
5003058,-4,0
5003058,-5,0
5003058,-6,X
5003059,0,X
5003059,-1,X
5003059,-2,X
5003059,-3,X
5003059,-4,X
5003059,-5,X
5003059,-6,X
5003059,-7,X
5003059,-8,X
5003059,-9,X
5003059,-10,X
5003059,-11,X
5003059,-12,X
5003059,-13,X
5003059,-14,X
5003059,-15,X
5003059,-16,X
5003059,-17,X
5003059,-18,X
5003059,-19,X
5003059,-20,X
5003059,-21,X
5003059,-22,X
5003059,-23,X
5003059,-24,X
5003059,-25,X
5003059,-26,X
5003059,-27,X
5003059,-28,X
5003059,-29,X
5003059,-30,X
5003059,-31,X
5003059,-32,X
5003059,-33,X
5003059,-34,X
5003059,-35,X
5003059,-36,X
5003059,-37,X
5003059,-38,X
5003059,-39,X
5003059,-40,X
5003059,-41,X
5003059,-42,X
5003059,-43,X
5003059,-44,X
5003059,-45,X
5003059,-46,X
5003059,-47,X
5003059,-48,X
5003059,-49,X
5003059,-50,X
5003059,-51,X
5003061,0,0
5003061,-1,0
5003061,-2,0
5003061,-3,0
5003061,-4,0
5003061,-5,X
5003061,-6,0
5003061,-7,X
5003061,-8,X
5003065,0,C
5003065,-1,C
5003065,-2,C
5003065,-3,C
5003065,-4,C
5003065,-5,C
5003065,-6,C
5003065,-7,C
5003065,-8,C
5003065,-9,C
5003065,-10,C
5003065,-11,C
5003065,-12,C
5003065,-13,C
5003065,-14,C
5003065,-15,0
5003065,-16,0
5003065,-17,0
5003065,-18,0
5003065,-19,0
5003065,-20,0
5003065,-21,0
5003065,-22,0
5003065,-23,0
5003065,-24,0
5003065,-25,0
5003065,-26,0
5003065,-27,0
5003066,-1,C
5003066,-2,C
5003066,-3,C
5003066,-4,C
5003066,-5,C
5003066,-6,C
5003066,-7,C
5003066,-8,C
5003066,-9,C
5003066,-10,C
5003066,-11,C
5003066,-12,C
5003066,-13,C
5003066,-14,C
5003066,-15,C
5003066,-16,C
5003066,-17,C
5003066,-18,C
5003066,-19,C
5003066,-20,C
